cluster_pred,review_id,text_en_only_rm_stopping,category,catid
90,137954,beautiful thinks yes,Product-Spec,7
90,70082,cleared beautiful free class quality arms,Product-Spec,7
90,184639,beautiful sure broken box,Product-Spec,7
90,72554,liked lot functions came beautiful,Product-Spec,7
90,148455,long week nakaasog little shoes foot beautiful,Product-Spec,7
90,171295,phones overrun relatively fabric beautiful print seller time ship,Product-Spec,7
90,184412,thank seller liked right size langg beautiful view hand,Product-Spec,7
90,206773,dice beautiful impressive sure baby loves smiled left,Product-Spec,7
90,175732,nice material beautiful design worth buy kids love,Product-Spec,7
90,83353,beautiful size fone nye npk exclusive blh repeat,Product-Spec,7
90,115372,tiny smudged ring brightly colored rings beautiful,Product-Spec,7
90,30662,good offense beautiful socks,Product-Spec,7
90,131194,love like pretty beautiful color thanks seller,Product-Spec,7
90,145264,beautiful cya fabric small size skin nrin,Product-Spec,7
90,200468,beautiful color thread great,Product-Spec,7
91,59098,subscribe continue dech,Service-Seller,2
91,80823,package sampee thank success continues smoothly terusssss,Service-Seller,2
91,200359,alhamdulillah goods suda gan goods nice success continued yah gan,Service-Seller,2
91,91661,recommended bget subscriptions mkasih bonus,Service-Seller,2
91,76822,sellernya trustworthy responsive hopefully subscription deh,Service-Seller,2
91,112427,alhamdulillah udh hopefully subscribe success continues shop,Service-Seller,2
91,176366,baguss suitable syukaa taken kemana yes smoga successful subscription,Service-Seller,2
91,182554,wawww pesenanku fit sellers trustworthy god willing kalok kyk gini subscriptions continue add future success kak,Service-Seller,2
91,30890,packet thank god umpteenth time shopping shaa allah kaa blessing,Service-Seller,2
91,193998,good subscribed trustworthy kak,Service-Seller,2
91,36006,makasihhhhh goods kak sampaiiii quality baikkkkk hopefully subscriptions continue yes kakkkkkk mantulllllll pokoknyaaa,Service-Seller,2
91,109882,baikk wares continued success,Service-Seller,2
91,170211,makai kakmaka kakmaka kakmaka kakmaka kakmaka kak kakmaka,Service-Seller,2
91,188554,bought sihh rope mandate yes amanaha terusss subscription disini,Service-Seller,2
91,137278,yeyy udag makasiiii success terusss yaaaaaaaaaaa,Service-Seller,2
92,26695,goods arrived little old man opinion usually fast,Shipping,3
92,164504,time packaging process long time tumben smp week delivery long hopefully future quickly yes,Shipping,3
92,161917,goods good condition pretty good delivery admin says indent hari work saturday sunday count customer fret old goods arrived destination thanks satisfied,Shipping,3
92,48728,product good sih mantap super nice safe packing professional gan pelayanan amatiran jne reg selection consent regular mail turnover rates jne reg ama regular mail continue long nyampainya,Shipping,3
92,199640,super fast delivery privacy store finally open long time hopefully barang update yes course free postage coupons,Shipping,3
92,55572,good product delivery delayed mco arrive week son loved,Shipping,3
92,156293,product information delivery long piece orders abroad arrived long time ago use wrap goods wrinkled little pick,Shipping,3
92,165599,goods arrived order dispatch old locked seams,Shipping,3
92,8337,deliver goods expedition destination addresses lid considered goods received valuables rotten food cpt,Shipping,3
92,17459,good quality pallet knife dikirimin delivery long udh new hark sent udh diingetin tiep day pallet knife love,Shipping,3
92,59562,planted semogaaaa tumbuuhhh delivery bingitttt,Shipping,3
92,173264,long wait finally package samp good seller response including faster delivery abroad strong bag material happy child,Shipping,3
92,73540,thankyou quickly sent packing day xoxo,Shipping,3
92,7942,packaging good star wrote days late coming good products,Shipping,3
92,107080,speedy delivery chocolate crunchynya enakkkkkk,Shipping,3
93,205134,bagussss lahh hote sgtu stock abis replaced muraah rest dibalikin slightly longer response,Service-Seller,2
93,164918,good seller response big usual yes sister pkai tpi mash kgedeannn nice hrga segtu,Service-Seller,2
93,6703,products far different fto original kotak sma buttons tempang sgat mengecwakan,Service-Seller,2
93,29813,sempet doubt heck prime order directly pcs pretty lah intuk price neat stitching big yes loins look big flatten,Service-Seller,2
93,154025,bgitu satisfactory seams dowdy,Service-Seller,2
93,178940,local products quality okay lah price coba asaja handbag hanger rich original deh kya hangers sold separately sure loads deh,Service-Seller,2
93,51000,print logo middle nyampe goods cepet,Service-Seller,2
93,38294,thankyouu siss cepet pengirimanya fragrant lotionya trlalu standard ngcover lah,Service-Seller,2
93,60586,stuff seteleh cobo turned puncture,Service-Seller,2
93,38237,delivery includes fast pack neatly material according yaaa price cutting bgni gmn pas parts armpit dua torn gtu understand sewing,Service-Seller,2
93,164237,delivery cepet sii fur loss hmm,Service-Seller,2
93,206493,nice savory items comfortable unfortunately tinggallin pas dear unfortunately dong,Service-Seller,2
93,17873,keren turned great jdi cpet keciillll crooked dough ngaduk,Service-Seller,2
93,36700,good product quality good seller response short dikitt klo pas aja wow added length deh,Service-Seller,2
93,55558,fabric nice expected packingnga affection disappointed sorry packingnya tlg repaired thx,Service-Seller,2
94,197876,accommodating seller excellent quality,Mixed,6
94,184438,excellent quality accommodating seller,Mixed,6
94,132249,accommodating seller excellent quality,Mixed,6
94,142127,excellent quality accommodating seller,Mixed,6
94,85809,excellent quality accommodating seller,Mixed,6
94,160788,quality accommodating seller,Mixed,6
94,79803,excellent quality accommodating seller,Mixed,6
94,87810,excellent quality accommodating seller,Mixed,6
94,131832,excellent quality accommodating seller,Mixed,6
94,141403,excellent quality accommodating seller speed delivery,Mixed,6
94,127301,excellent quality accommodating seller,Mixed,6
94,192830,excellent quality accommodating seller,Mixed,6
94,190349,accommodating seller excellent quality time,Mixed,6
94,135431,excellent quality accommodating seller excellent quality accommodating seller,Mixed,6
94,131247,accommodating seller excellent quality,Mixed,6
95,166743,product quality good price good product delivery speed good seller response,Mixed,6
95,167799,good product quality good delivery speed good seller response,Mixed,6
95,155769,product quality standards price standard product delivery speed good good seller response,Mixed,6
95,162711,product price good good delivery speed good seller response,Mixed,6
95,138682,original product product price good delivery speed good response good seller,Mixed,6
95,167729,good product quality original product product price good delivery speed good good seller response,Mixed,6
95,29667,good product quality original product product price good delivery speed good good seller response,Mixed,6
95,52930,product quality good price good product delivery speed good seller response,Mixed,6
95,30490,delivery speed good product price good good seller response,Mixed,6
95,56059,good product quality good product price delivery speed good seller friendly,Mixed,6
95,49351,product quality good price good product delivery speed good response good seller,Mixed,6
95,52433,good product quality original product delivery speed good good seller response product price good,Mixed,6
95,113252,product price good good delivery speed good seller response,Mixed,6
95,35078,product quality standards product quality good price good product delivery speed good seller response,Mixed,6
95,154244,price standard product standard product quality standard delivery speed response standard seller,Mixed,6
96,151690,expectations refinery operators flowing filtered water,Product-Spec,7
96,40537,going warp breathe easy exhaled little uncomfortable issue gloss year diy,Product-Spec,7
96,32450,making easy drink refreshing,Product-Spec,7
96,7845,connected lot days open sucks lol,Product-Spec,7
96,68396,tweezers pick feathers nest easier curved ladders,Product-Spec,7
96,14966,kill cockroaches effective,Product-Spec,7
96,14008,took glass lid know falling apart rick maclean took behalf met durable hard hide slot time difficult cover lamb water power supply removed conclude bad case,Product-Spec,7
96,4917,lock hanging bowl,Product-Spec,7
96,123870,strong adhesive types installation flip version outboard version,Product-Spec,7
96,136246,increase red zone stay area areas cases lembah pantai section hulu langat event sudden increase cases area pkpd prevent infection spreading cprc moh,Product-Spec,7
96,37909,mural paper card card stable prices duplicate cards,Product-Spec,7
96,119945,adorable strong suction hooks,Product-Spec,7
96,53135,powder nice simple want carry,Product-Spec,7
96,43514,bright colors eye catching water bloom punctured hole,Product-Spec,7
96,11950,slot phone lost try music files card appeared lose opening comments generally positive,Product-Spec,7
97,47958,corresponding price small veil long mah pictures gpp kok ttp,Mixed,6
97,152047,small scar yes disappointed skali gak reply drawn turns,Mixed,6
97,160948,ordinary aja passable tau wrote thank love,Mixed,6
97,165172,blosond mouth destroyed fortunately tpi nice kok,Mixed,6
97,197253,earring crooked hind aga gtu gpp lah,Mixed,6
97,17588,nyampe turns softcase hardcase,Mixed,6
97,27854,goods cuman passable heck pesen instead sent,Mixed,6
97,51831,tambelan lid holes gtu tpi gak molten neat,Mixed,6
97,35764,turns unusual use itu kegedean padahal pas gapapalah tetep syuka,Mixed,6
97,159808,nyampenya old aga,Mixed,6
97,166878,bublewarp tebel bngt broke tpi tetep,Mixed,6
97,172132,baguss cmn cracks sikittpi gpp udaaa keraa maniss laa,Mixed,6
97,50045,duh kekecilannn usually pas,Mixed,6
97,56814,okay passable ganti okay passable ganti okay passable ganti okay passable ganti okay passable ganti okay passable ganti okay passable ganti okay passable ganti,Mixed,6
97,39444,ehmm yes maybe flashsale old stuff headset left die gpp deh profit,Mixed,6
98,1950,machines buying slow charge contact shop answer feels like cheated,Mixed,6
98,10865,shops wanted convention permanently missing restaurant calling insulted threatened guests mince reimbursement new bored decor masters,Mixed,6
98,208994,chat lying tot,Mixed,6
98,2137,sell expensive outside packed carefully bag sent ball guests,Mixed,6
98,115427,okay generally wrong,Mixed,6
98,146197,beautiful sun excellent shop hearted thoughtful chap people buy charge,Mixed,6
98,152169,shop irresponsible sales finished responsible,Mixed,6
98,1235,buy broken alarm security reimbursement shop items reimburse customers shop address giving dodged shop,Mixed,6
98,178084,satisfied pham ung households light people shop,Mixed,6
98,150027,shop lack money didnt mean pay time appointment reminder appointment appointment nostalgic forever probably dating bored rolls shop sad doubtful pocket big disappointment shop customers stop eating,Mixed,6
98,152385,nature fraud person studded rock paintings buy buy paintings real image dau toan landscape paintings sold paintings form loai brand quality vay shop click sell anymore,Mixed,6
98,78812,ung oki impressive restaurant,Mixed,6
98,158790,canceled shop shipment receive goods wish shop carefully time pants slightly wider proving,Mixed,6
98,13286,shop tally delivery customers delivery errors shop unresponsive online great menu key buy said,Mixed,6
98,150427,sets set pay money bought sets shop sure resend goods received,Mixed,6
99,136612,baguss goods order recomended seller satisfied shopping,Service-Seller,2
99,180009,time shopping satisfied goods subscriptions nih,Service-Seller,2
99,95638,satisfying selalu satisfactory selalu satisfactory selalu satisfactory,Service-Seller,2
99,129519,going subscription store going shopping disiniiii,Service-Seller,2
99,110911,satisfied shopping smells accordingly god willing going,Service-Seller,2
99,176206,satisfied shopping pengirimanx jug fast thanks seller,Service-Seller,2
99,80538,pobud shopping bangeeeetttth langganan puuuaaasssss,Service-Seller,2
99,96109,goods destination happy shopping,Service-Seller,2
99,66454,subscribe mandate stores,Service-Seller,2
99,74482,realpict bagussss cheap price lucuuuu lucuuuu motives satisfied shopping store,Service-Seller,2
99,93615,satisfied shopping sdh subscription berkali good stuff nice pictures cool bhannya,Service-Seller,2
99,135696,people regretted shopping store ini,Service-Seller,2
99,6893,careful shopping fraudsters goods,Service-Seller,2
99,205916,love shopping store cheap recommended banget,Service-Seller,2
99,78961,like recomend shopping goods stores good cpet inibpengiriman,Service-Seller,2
100,51415,standard products according price,Price,4
100,25238,standard product quality standards product prices response response good seller good seller,Price,4
100,26341,product quality standards standard seller response,Price,4
100,18474,standard product quality standard product price,Price,4
100,25384,product quality standards standard product price neatly packaged cuman,Price,4
100,157336,price standard product delivery time,Price,4
100,16383,product quality standards price standard product,Price,4
100,155594,free standard shipping product quality standards,Price,4
100,153834,standard product quality quality standard product standard product price product price standard,Price,4
100,20490,product quality standards price standard product,Price,4
100,27091,product quality standards price standard product free standard shipping,Price,4
100,15800,price standard product product quality standards,Price,4
100,153366,price standard product,Price,4
100,18573,free standard shipping price standard product product quality standards,Price,4
100,23598,free standard shipping product quality standards,Price,4
101,205920,baguuuusssss tapiiiii lampunyaaaa nyalaaaa,Mixed,6
101,119258,baguuuusssss tapiiiii lampunyaaaa nyalaaaa,Mixed,6
101,2172,stale mkn xboleh directly frust,Mixed,6
101,184236,kualitasss produkkkkkk sangatttt baiiikkkkkk bangetttttt,Mixed,6
101,201412,thkyu sis prize smoga ccok bli cream sblumnya buy ditmpat expensive hdiah face jdi ccok smooth cream smoga hrga trjangkau quality okay fine tmbah wjah mksih yes,Mixed,6
101,4605,sangt tida satisfied bda sma gambarnya hpnya,Mixed,6
101,180825,slalu roque plisketnya,Mixed,6
101,184686,akhirnyaaaaa jugaaaaaa mantullllllll,Mixed,6
101,125156,asdgaweg asdg awe asdg awe asdga asd awe,Mixed,6
101,166121,baikkkkk kkk sekali sukakkkkkkkk,Mixed,6
101,103388,dah sampaiiiii woii fridge woiiii satisfied coolness abundant,Mixed,6
101,154468,dipake bbrp minutes feather duster like copot plan modif capek mencet trs,Mixed,6
101,89543,hehehehe okee akhirnyaa kaxamataaa dann bngett plastic pke prayer bungkusnnya,Mixed,6
101,30080,ank depleted mkj,Mixed,6
101,173052,manik nya satu,Mixed,6
102,198829,received goods headphones spent compared price fully functional sensor shop serves good enthusiastic,Mixed,6
102,145392,tiyeetj pretended quality thik substances support long term shop fast delivery,Mixed,6
102,127751,beautiful bag standard form satisfied product shop ccu,Mixed,6
102,108053,cute fast delivery horrible choa shop sao,Mixed,6
102,78687,hayyyyyy book easy use extremely thoughtful packaging carefully nha,Mixed,6
102,164355,beautiful goods delivery day slightly longer realize pro shop,Mixed,6
102,189780,package carefully bundled sample satisfied,Mixed,6
102,96966,carefully packaged presented beautifully buy donee satisfied pro shop,Mixed,6
102,129736,shop carefully packed sure products like description,Mixed,6
102,98201,packing right level picture quality dental consulting shop enthusiastic delivery fast far,Mixed,6
102,176404,shop serves good beauty products medical image,Mixed,6
102,140470,austria cool smooth beautiful prints shop careful packaging fast delivery,Mixed,6
102,132556,customers fast delivery market enthusiasm sao,Mixed,6
102,140141,machine look beautiful shop carefully package breaks quality use unknown beautiful form,Mixed,6
102,131612,sai stable quality delivery faster sir,Mixed,6
103,110389,supper nice fit semi lage body frame simple nice,Product-Spec,7
103,198129,nice fit body,Product-Spec,7
103,208122,good fit little boy year old,Product-Spec,7
103,74423,mantep fit plain,Product-Spec,7
103,189960,received mudah fit,Product-Spec,7
103,19997,fit zonfone selfie,Product-Spec,7
103,168053,pretty like waiting comfortable fit umbilical length,Product-Spec,7
103,29834,degan good fit satisfactorily photo,Product-Spec,7
103,125512,jelly sandals loved tolerable fit gbarrrfr,Product-Spec,7
103,138418,danger nice fit,Product-Spec,7
103,121027,nice fit son,Product-Spec,7
103,194172,perfect fit thanks,Product-Spec,7
103,95457,size fit material good okay,Product-Spec,7
103,162805,command matter think fit,Product-Spec,7
103,180164,bgt great fit crackers kayanya,Product-Spec,7
104,152158,message friday wednesday pdals smsm new nyampe surabaya tlg attention plg makes disappointed reply dtg umami message instead sausage popular confirmation sorry rating stars,Product-Quality,1
104,21699,postage paid reply nyampe loss gini mah brng refund shipping cost refund,Product-Quality,1
104,151007,case misfit batre ngembung krna played tdnya want store subscription stlah clay pelayananny waduh kapok deh ehehe thanks lot,Product-Quality,1
104,33048,finally ndeliver contact nod mgdeliver wise mgtnong courier kya address,Product-Quality,1
104,151858,arguably want reply keroppi scratch right chat asked stock reply dateng micky mouse color emng ijoo picture rugi custamer bedaa want ambil,Product-Quality,1
104,3714,sorry given chocolate melt pdhal time,Product-Quality,1
104,2066,want buy disni guyss money goods dibalikin biarin let god bales ugliness swindler hati fraud,Product-Quality,1
104,72,store thorough improved pesen wrote item buyer pobud repotkan return filing returns,Product-Quality,1
104,79377,thanks boss goods arrived good products sprti photo seller friendly chat pertama nya kaga jwb mgkin busy repeatedly chat finally accountable proudest change color previously bought brown tan color change,Product-Quality,1
104,22910,sis ama nude black ask second nude kan yesterday black ama nude blg sis kena complain later deh customer ama,Product-Quality,1
104,50484,package robe money siiih kan send random told hopefully time bought deh thank,Product-Quality,1
104,149388,disappointed disappointed chat intention selling balas siiih sis goods skrng sampe tablets weeks note tablets rbu honesty balikin money received brng finished balikin money,Product-Quality,1
104,11581,disappointed udh berkali smpe description order requested color silver sent instead white color blindness packing enforce existing stock color certainly available pantesan suspect guns ask fotoin details fotoin silver color chaotic packing morbidly safety,Product-Quality,1
104,62439,gift instead inserted note duhhh,Product-Quality,1
104,8550,dtngnya salah long time color love biru padahal clear note stacking basket colors hijau tambah deh customers increasingly grab goods try little time chat konsumenny bener bls,Product-Quality,1
105,125762,excellent service seller,Service-Seller,2
105,199491,excellent service seller,Service-Seller,2
105,101686,excellent service seller,Service-Seller,2
105,128205,excellent service seller excellent service seller,Service-Seller,2
105,195958,excellent service seller,Service-Seller,2
105,118786,excellent service seller,Service-Seller,2
105,84654,excellent service seller,Service-Seller,2
105,90908,excellent service seller,Service-Seller,2
105,186016,excellent service seller,Service-Seller,2
105,145109,excellent service seller,Service-Seller,2
105,134424,excellent service seller,Service-Seller,2
105,105648,excellent service seller,Service-Seller,2
105,145946,excellent service seller,Service-Seller,2
105,88077,excellent service seller,Service-Seller,2
105,108399,excellent service seller,Service-Seller,2
106,171079,models nice bhan,Product-Quality,1
106,133751,nice bajux bwgt responx baek bwgt principal recomended bwgt thanks sis,Product-Quality,1
106,186876,nice unfortunately color kirimnya merahh gppa delivery bagusssss cepetttt,Product-Quality,1
106,129026,sdh times irder nice material ori steady,Product-Quality,1
106,196688,sandals nice like sandals terimakasih,Product-Quality,1
106,139211,nice fast arriving thanks bnyak,Product-Quality,1
106,190326,thank kak nice bag suitable bgt love hangout,Product-Quality,1
106,174514,nyaa clock cool nice recommended thanks kak,Product-Quality,1
106,83534,nice shirt trimkasih kak,Product-Quality,1
106,197935,clothes fitting children nice thank,Product-Quality,1
106,77209,nice steady betcha thanks boss,Product-Quality,1
106,115456,alhamdulillah nice quality disappointed principal,Product-Quality,1
106,19343,pngiriman lamaa nice soft case,Product-Quality,1
106,52085,mayanlah motive crowded nice,Product-Quality,1
106,77534,thanks suitable orders nice goods whichsoever,Product-Quality,1
107,166412,paketan received truly thanks,Service-Seller,2
107,68051,thank received order condition goods order material smooth cool,Service-Seller,2
107,187346,order received thank brother,Service-Seller,2
107,44392,anchovy akasih sya goods received,Service-Seller,2
107,80424,soon received goods thank,Service-Seller,2
107,130792,item received item received item received item received item received item received item received material good,Service-Seller,2
107,94251,sudag goods received order thanks boss,Service-Seller,2
107,44084,thank received good price thank thank,Service-Seller,2
107,164141,thank received uda stuff love thanks delivered order,Service-Seller,2
107,127796,product received safe condition complete thanks,Service-Seller,2
107,77262,received product reached expectations thank,Service-Seller,2
107,137470,thank goods received,Service-Seller,2
107,144880,received goods order recommended seller thanks,Service-Seller,2
107,65269,received goods accordance order thanks,Service-Seller,2
107,95535,goods received safe satisfying thanks,Service-Seller,2
108,104163,receive good condition fast delivery service good,Service-Seller,2
108,176980,good service friendly fast delivery recommend friends,Service-Seller,2
108,120011,reply fast service good products good quality super fast delivery,Service-Seller,2
108,140842,thanks saller fast shipping good service,Service-Seller,2
108,184996,service fast fast fast response cheap cheap fast response,Service-Seller,2
108,146367,nice good packaging fast delivery good service,Service-Seller,2
108,117696,service fast good,Service-Seller,2
108,110251,favorites message yobebe service fast thanks,Service-Seller,2
108,4845,delivery good service worth,Service-Seller,2
108,91027,fast delivery good service,Service-Seller,2
108,142207,good service fast shipping,Service-Seller,2
108,143444,quick service fast response good quality friendly owner,Service-Seller,2
108,50075,good service children thanks,Service-Seller,2
108,204230,good quality friendly service fast delivery,Service-Seller,2
108,199434,good service fast delivery,Service-Seller,2
109,71004,excellent product quality excellent product price good delivery speed response good seller excitement cooking,Mixed,6
109,52627,good product quality small size bgt materials cool response good seller delivery speed good,Mixed,6
109,42348,product quality good original product product price good good speed product delivery response good thanks like successful yaaaa,Mixed,6
109,43198,good product quality delivery speed good stars seller baik kasih response hopefully match definitely order mksh,Mixed,6
109,168534,good product quality good product prices delivery speed good love thanks yach,Mixed,6
109,173520,good product quality original product product price good delivery speed good seller response like thank,Mixed,6
109,73846,excellent product quality excellent product price good delivery speed thks yach perindunya fur bgs,Mixed,6
109,139758,okesip thanks yaa speed delivery good seller product,Mixed,6
109,101054,excellent product quality product price good delivery speed good good seller response stitches tpi slobbery mouth scarf sukkaa thanks,Mixed,6
109,54368,good product quality product price good delivery speed good good seller response unfortunately room global msh china,Mixed,6
109,164923,tasx nti nympe order product quality good price good product delivery speed good response good seller,Mixed,6
109,60174,product quality good price good product delivery speed good response good seller pass bgt motif exactly pict,Mixed,6
109,37383,product quality good price good product delivery speed kurir old,Mixed,6
109,80611,alhamdulillah satisfied quality speed delivery price center promo thx,Mixed,6
109,118550,excellent product quality original product price product good delivery speed good complete messages bubble wrap bnyk,Mixed,6
110,90202,good product quality good product quality good value money,Mixed,6
110,64813,good product quality good value money,Mixed,6
110,128362,good product quality good value money,Mixed,6
110,28094,good product quality good value money,Mixed,6
110,81591,good product quality good value money,Mixed,6
110,105012,good product quality good value money,Mixed,6
110,201180,good product quality good value money,Mixed,6
110,79062,good product quality good value money,Mixed,6
110,46245,good product quality good value money box,Mixed,6
110,114474,good product quality good value money penghataran fast,Mixed,6
110,41852,good product quality good value money,Mixed,6
110,197842,good product quality good value money,Mixed,6
110,196047,good value money good product quality,Mixed,6
110,179011,good product quality good value money,Mixed,6
110,83458,good product quality good value money,Mixed,6
111,83573,sukaaa bangett nyaa bag baguss bgtt picture,Product-Spec,7
111,59074,loved cuman pengirimanya,Product-Spec,7
111,174676,reall pict bangettt ganyesell order trs,Product-Spec,7
111,141455,guus bangettt friendly nuhuuunnss macaque,Product-Spec,7
111,109363,sukaaaa bangettttt lucuuu betcha,Product-Spec,7
111,208528,okeeeee goooodddd istimewaaaa jossssss okeee,Product-Spec,7
111,209033,ngak lost bagussss lebib original bagusssss thanks kak,Product-Spec,7
111,118678,loved yooooooo bagussss hdhdhhdbd yeeeeed bagussss jsjdhdhdhbdnxj hhshdbdb gddbdbdhjxhxh,Product-Spec,7
111,30377,good bangettt jungkook sparkplugs neatly sukaaaa,Product-Spec,7
111,66000,fabric loved funny jugaa thx,Product-Spec,7
111,132466,real pict gan,Product-Spec,7
111,128709,satisfying sukaa pkonya ehhh like bangetttt,Product-Spec,7
111,181525,mantapppp spirit bangetttt cool deh gan makasiiih bestttt,Product-Spec,7
111,163220,alhamdulillah syukaaa bahane cool motive lucu,Product-Spec,7
111,179321,baguss bangetttt kalunggnyaaa sukaa dehh pakingnyaaa rapihh pengirimannyaa lamaa tapii gpp tetepp subscriptions,Product-Spec,7
112,99106,packingnya mantulllll bubble wrap numerous tebel,Packaging,5
112,44417,friendly seller given bubble wrap additional cost,Packaging,5
112,176123,bubble wrapnyaa tebel sekaliiii,Packaging,5
112,40620,bubble wrap tin cans neat packaging,Packaging,5
112,88243,packingnya secure layered layers yaampun trimakasii,Packaging,5
112,42183,survived goods warp bubble tebel cardboard boxes extra secure,Packaging,5
112,200146,given safety package bubble wrap rupiah money,Packaging,5
112,35546,nice packaging bottle bgt love bubble wrap,Packaging,5
112,15620,brg mouth glue uda bubble wrap boxes,Packaging,5
112,108508,good bubble wrap gak spill,Packaging,5
112,159050,sayaaangnya packingnya gapake bubble wrap,Packaging,5
112,48948,packingnya safe packs layer cardboard bubble warp,Packaging,5
112,45009,bubble talaga mace dusnya,Packaging,5
112,8250,extra bubble wrap luck zonk,Packaging,5
112,17226,plus bubble wrap damaged crib,Packaging,5
113,79427,product quality good shop good service gift enclosed,Mixed,6
113,100253,carefully packaged goods fast delivery satisfied service shop fast,Mixed,6
113,146097,quality products extremely fragrant bargain prices thanks hunting shop,Mixed,6
113,184984,good quality effective thank shops shipper good good,Mixed,6
113,93776,product packaging sure fast delivery ordered messy delivered goods shop complete shop enthusiastic,Mixed,6
113,140707,shop product delivery packaging carefully goods quality versus price ship longer expected tvt,Mixed,6
113,209486,shop carefully packed good products fast shipping great,Mixed,6
113,159222,good product quality packaging products certainly shop serves pretty good minus star delay delivery ghtk,Mixed,6
113,85662,fast delivery time purchase price sale thank shop,Mixed,6
113,180870,good quality packaging guarantee fast delivery buy decent pro shop,Mixed,6
113,103719,body shop best product delivery discount,Mixed,6
113,107730,satisfied delivery buying lot thanks shop,Mixed,6
113,111728,alhamdulillah fast delivery satisfactory twice bought shop,Mixed,6
113,184949,purchase inside shop assured product quality origin origin,Mixed,6
113,70111,dongs okkkkkkkkkkk package carefully hihihihi good price tks shop,Mixed,6
114,58973,different color navy blue instead rose pink,Service-Seller,2
114,22192,oesan dark brown come moca,Service-Seller,2
114,9839,request soft pink purple dkasih,Service-Seller,2
114,61166,pen blue mouth,Service-Seller,2
114,147770,disappointed select blue color red came green purple,Service-Seller,2
114,26442,disappointed message blue red color comes,Service-Seller,2
114,31615,request blue green colors sent pink statement ready color overall good,Service-Seller,2
114,7152,maron maron photographed come blue ash,Service-Seller,2
114,2931,messages dark gray black dtgnya,Service-Seller,2
114,169872,sis blue green tosca tosca sent,Service-Seller,2
114,4039,ask gold given black,Service-Seller,2
114,9663,black okay red color pink kirimnya ituuu,Service-Seller,2
114,28908,number color yellow white,Service-Seller,2
114,8167,came different color ordered pink blue red dark blue hayssss,Service-Seller,2
114,20113,wrong color received black instead white,Service-Seller,2
115,205564,good product quality fast delivery alus material bagussss,Product-Quality,1
115,36953,material pretty good,Product-Quality,1
115,95055,good product quality pants xxl material,Product-Quality,1
115,43426,material good big,Product-Quality,1
115,206266,purchase jumbo niqob hijab fast delivery material,Product-Quality,1
115,139853,core material thickness good order companies,Product-Quality,1
115,44340,middling product quality material buildup suit price,Product-Quality,1
115,22934,fast delivery good material cool size fitting,Product-Quality,1
115,179836,fast delivery good material bgttt,Product-Quality,1
115,100029,original products fast delivery nice soft material comfortable wear,Product-Quality,1
115,201420,material imagined real product little love,Product-Quality,1
115,68894,material good super lembut pokonya,Product-Quality,1
115,69176,cool soft material sip pokoee quality products according picture,Product-Quality,1
115,170780,material good picture,Product-Quality,1
115,204047,good fit price weve material yaa ditigkatkan terms quality thank,Product-Quality,1
116,118797,excellent quality packaged,Product-Quality,1
116,69511,excellent quality packaged order,Product-Quality,1
116,106364,excellent quality excellent quality packaged,Product-Quality,1
116,53474,good quality packaged,Product-Quality,1
116,39097,packaged good quality,Product-Quality,1
116,134889,excellent quality packaged order,Product-Quality,1
116,69784,excellent quality packaged order excellent quality excellent quality excellent quality excellent quality excellent quality excellent quality excellent quality excellent quality excellent quality excellent quality excellent quality excellent quality excellent quality,Product-Quality,1
116,105076,packaged good quality,Product-Quality,1
116,118828,excellent quality excellent quality excellent quality packaged,Product-Quality,1
116,79248,excellent quality packaged,Product-Quality,1
116,77524,excellent quality packaged,Product-Quality,1
116,201215,excellent quality packaged order,Product-Quality,1
116,177025,excellent quality excellent quality packaged,Product-Quality,1
116,82288,excellent quality packaged order,Product-Quality,1
116,92748,excellent quality packaged order,Product-Quality,1
117,63600,good stuff fast delivery cardboard dented profit mobil safe thanks,Packaging,5
117,126686,original product needed stay semprot packingnya neat disposable sanitizer bubblewrap ramah thank seller response seller thank shopee,Packaging,5
117,56305,thanks goods arrived packing baguss item given bubble wrap hopefully match results good,Packaging,5
117,175707,datengnya cepet message friday nyampenya week packing safe use bubble wrap good seller trustworthy friendly,Packaging,5
117,142276,come order goods packing neat safe item wrapped bubble wrap rekomended,Packaging,5
117,162209,goods received notes packing improved bublewrap secure received goods cardboard condition penyok goods okay rest safe thanks seller,Packaging,5
117,169660,packing super neat use bubble wrap box delivery little longer time yaa,Packaging,5
117,87258,goods baguss given bubble plated thanks banyakk,Packaging,5
117,206364,steady betuul maah wow bangeet packaging bubble wrap loo tebel benfica puanjaang bought definitely safe order koo talking hacii kaa sukaak,Packaging,5
117,121142,landed safe packing nice ckup items best parts,Packaging,5
117,175824,products delivered good condition nice safe packaging use bubble wrap price cheap compare given hanger extra bonus card funny hehehe,Packaging,5
117,126864,packing securely wrapped cardboard wrap lined fast delivery item thanks seller shopee,Packaging,5
117,181333,originals original fast delivery neatly covered bubble wrap,Packaging,5
117,170027,use bubble warp tapi goods aman,Packaging,5
117,127633,packing safe gaada product tumpah store price best,Packaging,5
118,131218,definitely order sending cepatt,Service-Seller,2
118,206537,speed comes definitely order,Service-Seller,2
118,168514,good quality warnax accordance order overall nice,Service-Seller,2
118,135083,goods order seller responsive appropriate delivery estimates,Service-Seller,2
118,146484,goods order recommended lach,Service-Seller,2
118,196394,thank goods delivered accordance order passable promo price,Service-Seller,2
118,86211,thank orders goods arrived accordance message packaging safe,Service-Seller,2
